id,enunciado,opcao,texto_alternativa,resposta
pc2025_02_adm_62,"Após complexa investigação, Lucas foi indiciado, pela Polícia Civil do Estado do Piauí, pela prática do crime de peculato. Registre-se que, além da responsabilização na esfera criminal, o Ministério Público ingressou, em juízo, com uma ação de improbidade administrativa em face do agente. Nesse cenário, considerando as disposições da Lei no 8.429/1992, avalie as afirmativas a seguir e assinale (V) para a verdadeira e (F) para a falsa. ( ) Ao réu será assegurado o direito de ser interrogado sobre os fatos de que trata a ação, e a sua recusa ou o seu silêncio não implicarão confissão. ( ) Em qualquer momento do processo, verificada a inexistência do ato de improbidade, o juiz julgará extinto o processo sem resolução de mérito. ( ) É lícito ao juiz condenar o requerido por tipo diverso daquele definido na petição inicial. A sequência correta de preenchimento dos parênteses, de cima para baixo é",E,F – V – V. Legislação Institucional da Policia Cívil,A
pc2025_02_lipc_64,"João é policial civil no Estado Alfa, tendo sido informado de que seria lotado na Corregedoria-Geral da Polícia Civil (CGPC), a partir do primeiro dia útil do mês subsequente, e não mais na unidade de execução em que estava lotado. Preocupado com a sistemática afeta ao novo órgão, bem como em relação à sua situação estatutária, João consultou a Lei Orgânica Nacional das Polícias Civis, tendo concluído corretamente que",A,deve permanecer na CGPC por no máximo um biênio.,D
pc2025_02_lipc_64,"João é policial civil no Estado Alfa, tendo sido informado de que seria lotado na Corregedoria-Geral da Polícia Civil (CGPC), a partir do primeiro dia útil do mês subsequente, e não mais na unidade de execução em que estava lotado. Preocupado com a sistemática afeta ao novo órgão, bem como em relação à sua situação estatutária, João consultou a Lei Orgânica Nacional das Polícias Civis, tendo concluído corretamente que",B,"o seu chefe imediato, o Corregedor-Geral da Polícia Civil, foi escolhido pelo sufrágio dos delegados de polícia da classe mais elevada.",D
pc2025_02_lipc_64,"João é policial civil no Estado Alfa, tendo sido informado de que seria lotado na Corregedoria-Geral da Polícia Civil (CGPC), a partir do primeiro dia útil do mês subsequente, e não mais na unidade de execução em que estava lotado. Preocupado com a sistemática afeta ao novo órgão, bem como em relação à sua situação estatutária, João consultou a Lei Orgânica Nacional das Polícias Civis, tendo concluído corretamente que",C,"tem prioridade na fruição de direitos estatutários no período em que estiver na CGPC, incluindo a fruição de férias.",D
pc2025_02_lipc_64,"João é policial civil no Estado Alfa, tendo sido informado de que seria lotado na Corregedoria-Geral da Polícia Civil (CGPC), a partir do primeiro dia útil do mês subsequente, e não mais na unidade de execução em que estava lotado. Preocupado com a sistemática afeta ao novo órgão, bem como em relação à sua situação estatutária, João consultou a Lei Orgânica Nacional das Polícias Civis, tendo concluído corretamente que",D,"após a lotação na unidade da CGPC, lhe é facultada a lotação subsequente em unidade administrativa por no mínimo um ano.",D
pc2025_02_lipc_64,"João é policial civil no Estado Alfa, tendo sido informado de que seria lotado na Corregedoria-Geral da Polícia Civil (CGPC), a partir do primeiro dia útil do mês subsequente, e não mais na unidade de execução em que estava lotado. Preocupado com a sistemática afeta ao novo órgão, bem como em relação à sua situação estatutária, João consultou a Lei Orgânica Nacional das Polícias Civis, tendo concluído corretamente que",E,deve ter assegurado o direito de optar por permanecer na unidade de execução em que se encontra ou ser lotado na CGPC.,D
pc2025_02_lipc_65,"Maria, oficial investigadora de Polícia Civil do Estado do Piauí, foi comunicada por terceiros de que seu superior hierárquico teria solicitado que, no exercício de suas funções, praticasse três atos: I. realizar estudos sobre determinada técnica investigativa; II. praticar os atos necessários à realização de uma perícia oficial criminal; III. conduzir viaturas processuais. Ao analisar o Estatuto da Polícia Civil do Estado do Piauí, Maria concluiu corretamente, em relação ao enquadramento dos referidos atos no seu rol de atribuições legais, que",A,todos se enquadram.,C
pc2025_02_lipc_65,"Maria, oficial investigadora de Polícia Civil do Estado do Piauí, foi comunicada por terceiros de que seu superior hierárquico teria solicitado que, no exercício de suas funções, praticasse três atos: I. realizar estudos sobre determinada técnica investigativa; II. praticar os atos necessários à realização de uma perícia oficial criminal; III. conduzir viaturas processuais. Ao analisar o Estatuto da Polícia Civil do Estado do Piauí, Maria concluiu corretamente, em relação ao enquadramento dos referidos atos no seu rol de atribuições legais, que",B,apenas o ato I se enquadra.,C
pc2025_02_lipc_65,"Maria, oficial investigadora de Polícia Civil do Estado do Piauí, foi comunicada por terceiros de que seu superior hierárquico teria solicitado que, no exercício de suas funções, praticasse três atos: I. realizar estudos sobre determinada técnica investigativa; II. praticar os atos necessários à realização de uma perícia oficial criminal; III. conduzir viaturas processuais. Ao analisar o Estatuto da Polícia Civil do Estado do Piauí, Maria concluiu corretamente, em relação ao enquadramento dos referidos atos no seu rol de atribuições legais, que",C,apenas o ato II se enquadra.,C
pc2025_02_lipc_65,"Maria, oficial investigadora de Polícia Civil do Estado do Piauí, foi comunicada por terceiros de que seu superior hierárquico teria solicitado que, no exercício de suas funções, praticasse três atos: I. realizar estudos sobre determinada técnica investigativa; II. praticar os atos necessários à realização de uma perícia oficial criminal; III. conduzir viaturas processuais. Ao analisar o Estatuto da Polícia Civil do Estado do Piauí, Maria concluiu corretamente, em relação ao enquadramento dos referidos atos no seu rol de atribuições legais, que",D,apenas os atos I e III se enquadram.,C
pc2025_02_lipc_65,"Maria, oficial investigadora de Polícia Civil do Estado do Piauí, foi comunicada por terceiros de que seu superior hierárquico teria solicitado que, no exercício de suas funções, praticasse três atos: I. realizar estudos sobre determinada técnica investigativa; II. praticar os atos necessários à realização de uma perícia oficial criminal; III. conduzir viaturas processuais. Ao analisar o Estatuto da Polícia Civil do Estado do Piauí, Maria concluiu corretamente, em relação ao enquadramento dos referidos atos no seu rol de atribuições legais, que",E,apenas os atos II e III se enquadram.,C
pc2025_02_lipc_66,"Após aprovação em concurso público de provas e títulos, Joana tomou posse no cargo de oficial investigadora da Polícia Civil do Estado do Piauí, o que a levou a ser avisada que ingressaria em instituição educacional direcionada ao preparo para o exercício da relevante função policial. Considerando a sistemática adotada pelo Estatuto da Polícia Civil do Estado do Piauí, Joana concluiu corretamente que",A,o curso de formação terá duração mínima de 360 (trezentas e sessenta) horas-aula.,D
pc2025_02_lipc_66,"Após aprovação em concurso público de provas e títulos, Joana tomou posse no cargo de oficial investigadora da Polícia Civil do Estado do Piauí, o que a levou a ser avisada que ingressaria em instituição educacional direcionada ao preparo para o exercício da relevante função policial. Considerando a sistemática adotada pelo Estatuto da Polícia Civil do Estado do Piauí, Joana concluiu corretamente que",B,"o curso de formação tem caráter classificatório, considerando sua prévia aprovação em concurso público.",D
pc2025_02_lipc_66,"Após aprovação em concurso público de provas e títulos, Joana tomou posse no cargo de oficial investigadora da Polícia Civil do Estado do Piauí, o que a levou a ser avisada que ingressaria em instituição educacional direcionada ao preparo para o exercício da relevante função policial. Considerando a sistemática adotada pelo Estatuto da Polícia Civil do Estado do Piauí, Joana concluiu corretamente que",C,o curso de formação pode ser realizado por escola superior de formação policial civil de ente federativo diverso.,D
pc2025_02_lipc_66,"Após aprovação em concurso público de provas e títulos, Joana tomou posse no cargo de oficial investigadora da Polícia Civil do Estado do Piauí, o que a levou a ser avisada que ingressaria em instituição educacional direcionada ao preparo para o exercício da relevante função policial. Considerando a sistemática adotada pelo Estatuto da Polícia Civil do Estado do Piauí, Joana concluiu corretamente que",D,"durante o curso de formação, Joana fará jus a ajuda de custo não superior a 50% do valor da remuneração para a classe final do respectivo cargo.",D
pc2025_02_lipc_66,"Após aprovação em concurso público de provas e títulos, Joana tomou posse no cargo de oficial investigadora da Polícia Civil do Estado do Piauí, o que a levou a ser avisada que ingressaria em instituição educacional direcionada ao preparo para o exercício da relevante função policial. Considerando a sistemática adotada pelo Estatuto da Polícia Civil do Estado do Piauí, Joana concluiu corretamente que",E,"o pedido de exoneração formulado antes da primeira progressão na carreira acarretará, para Joana, o dever de ressarcir ao erário os gastos com a formação educacional. prova pc2025 tipo 03 Direito Penal (pn)",D
pc2025_03_pn_31,"Após a observância do contraditório e da ampla defesa, como consectários do devido processo legal, Caio foi condenado, definitivamente, pela prática do crime de abuso de autoridade. Nesse cenário, considerando as disposições da Lei no 13.869/2019, tem-se, como efeito da condenação, a",A,"inabilitação para o exercício de cargo, mandato ou função pública, pelo período de um a cinco anos. Registre-se que o referido efeito está condicionado à ocorrência de reincidência em crime de abuso de autoridade e não é automático, devendo ser declarado motivadamente na sentença.",B
pc2025_03_pn_31,"Após a observância do contraditório e da ampla defesa, como consectários do devido processo legal, Caio foi condenado, definitivamente, pela prática do crime de abuso de autoridade. Nesse cenário, considerando as disposições da Lei no 13.869/2019, tem-se, como efeito da condenação, a",B,"inabilitação para o exercício de cargo, mandato ou função pública, pelo período de dois a oito anos. Registre-se que o referido efeito está condicionado à ocorrência de reincidência em crime de abuso de autoridade e não é automático, devendo ser declarado motivadamente na sentença.",B
pc2025_03_pn_31,"Após a observância do contraditório e da ampla defesa, como consectários do devido processo legal, Caio foi condenado, definitivamente, pela prática do crime de abuso de autoridade. Nesse cenário, considerando as disposições da Lei no 13.869/2019, tem-se, como efeito da condenação, a",C,"inabilitação para o exercício de cargo, mandato ou função pública, pelo período de um a cinco anos. Registre-se que o referido efeito independe da reincidência em crime de abuso de autoridade, mas não é automático, devendo ser declarado motivadamente na sentença.",B
pc2025_03_pn_31,"Após a observância do contraditório e da ampla defesa, como consectários do devido processo legal, Caio foi condenado, definitivamente, pela prática do crime de abuso de autoridade. Nesse cenário, considerando as disposições da Lei no 13.869/2019, tem-se, como efeito da condenação, a",D,"perda do cargo, do mandato ou da função pública. Registre-se que o referido efeito, de natureza automática, está condicionado à ocorrência de reincidência em crime de abuso de autoridade.",B
pc2025_03_pn_31,"Após a observância do contraditório e da ampla defesa, como consectários do devido processo legal, Caio foi condenado, definitivamente, pela prática do crime de abuso de autoridade. Nesse cenário, considerando as disposições da Lei no 13.869/2019, tem-se, como efeito da condenação, a",E,"perda do cargo, do mandato ou da função pública. Registre-se que o referido efeito, de natureza automática, independe da reincidência em crime de abuso de autoridade.",B
pc2025_03_pn_32,"Após o conturbado término da sua relação conjugal, Maria obteve, em juízo, medidas protetivas de urgência em detrimento de Caio, seu ex-marido, proibindo-o de ter qualquer tipo de contato ou aproximação, físico ou virtual, com a ofendida. Contudo, agindo dolosamente, Caio dela se aproximou, buscando a reconciliação do casal. Caracterizou-se, assim, o crime de descumprimento de medida protetiva de urgência. De acordo com a narrativa e considerando as disposições da Lei no 11.340/2006, analise as afirmativas a seguir: I. A configuração do crime independe da competência civil ou criminal do juiz que deferiu as medidas. II. Por se tratar de crime praticado no contexto de violência doméstica e familiar contra a mulher, trata-se de infração penal inafiançável. III. A ação penal, no caso, é pública condicionada à representação da ofendida. Está correto o que se afirma em",A,"I, apenas.",C
pc2025_03_pn_32,"Após o conturbado término da sua relação conjugal, Maria obteve, em juízo, medidas protetivas de urgência em detrimento de Caio, seu ex-marido, proibindo-o de ter qualquer tipo de contato ou aproximação, físico ou virtual, com a ofendida. Contudo, agindo dolosamente, Caio dela se aproximou, buscando a reconciliação do casal. Caracterizou-se, assim, o crime de descumprimento de medida protetiva de urgência. De acordo com a narrativa e considerando as disposições da Lei no 11.340/2006, analise as afirmativas a seguir: I. A configuração do crime independe da competência civil ou criminal do juiz que deferiu as medidas. II. Por se tratar de crime praticado no contexto de violência doméstica e familiar contra a mulher, trata-se de infração penal inafiançável. III. A ação penal, no caso, é pública condicionada à representação da ofendida. Está correto o que se afirma em",B,"II, apenas.",C
pc2025_03_pn_32,"Após o conturbado término da sua relação conjugal, Maria obteve, em juízo, medidas protetivas de urgência em detrimento de Caio, seu ex-marido, proibindo-o de ter qualquer tipo de contato ou aproximação, físico ou virtual, com a ofendida. Contudo, agindo dolosamente, Caio dela se aproximou, buscando a reconciliação do casal. Caracterizou-se, assim, o crime de descumprimento de medida protetiva de urgência. De acordo com a narrativa e considerando as disposições da Lei no 11.340/2006, analise as afirmativas a seguir: I. A configuração do crime independe da competência civil ou criminal do juiz que deferiu as medidas. II. Por se tratar de crime praticado no contexto de violência doméstica e familiar contra a mulher, trata-se de infração penal inafiançável. III. A ação penal, no caso, é pública condicionada à representação da ofendida. Está correto o que se afirma em",C,"III, apenas.",C
pc2025_03_pn_32,"Após o conturbado término da sua relação conjugal, Maria obteve, em juízo, medidas protetivas de urgência em detrimento de Caio, seu ex-marido, proibindo-o de ter qualquer tipo de contato ou aproximação, físico ou virtual, com a ofendida. Contudo, agindo dolosamente, Caio dela se aproximou, buscando a reconciliação do casal. Caracterizou-se, assim, o crime de descumprimento de medida protetiva de urgência. De acordo com a narrativa e considerando as disposições da Lei no 11.340/2006, analise as afirmativas a seguir: I. A configuração do crime independe da competência civil ou criminal do juiz que deferiu as medidas. II. Por se tratar de crime praticado no contexto de violência doméstica e familiar contra a mulher, trata-se de infração penal inafiançável. III. A ação penal, no caso, é pública condicionada à representação da ofendida. Está correto o que se afirma em",D,"I e III, apenas.",C
pc2025_03_pn_32,"Após o conturbado término da sua relação conjugal, Maria obteve, em juízo, medidas protetivas de urgência em detrimento de Caio, seu ex-marido, proibindo-o de ter qualquer tipo de contato ou aproximação, físico ou virtual, com a ofendida. Contudo, agindo dolosamente, Caio dela se aproximou, buscando a reconciliação do casal. Caracterizou-se, assim, o crime de descumprimento de medida protetiva de urgência. De acordo com a narrativa e considerando as disposições da Lei no 11.340/2006, analise as afirmativas a seguir: I. A configuração do crime independe da competência civil ou criminal do juiz que deferiu as medidas. II. Por se tratar de crime praticado no contexto de violência doméstica e familiar contra a mulher, trata-se de infração penal inafiançável. III. A ação penal, no caso, é pública condicionada à representação da ofendida. Está correto o que se afirma em",E,"I, II e III.",C
pc2025_03_pn_33,"Lucas, investigador de polícia, participou de complexa investigação, no âmbito da qual apurou-se a prática de crime previsto no Estatuto da Criança e do Adolescente por parte do servidor público João, em detrimento de Caio, infante com seis anos de idade. Nesse cenário, considerando as disposições da Lei no 8.069/1990, avalie as afirmativas a seguir e assinale (V) para verdadeira e (F) para falsa. ( ) Aos crimes cometidos contra a criança e o adolescente, independentemente da pena prevista, não se aplicam os ditames da Lei dos Juizados Especiais Criminais. ( ) Nos casos de violência doméstica e familiar contra a criança e o adolescente, é vedada a aplicação de penas de cesta básica ou de outras de prestação pecuniária, bem como a substituição de pena que implique o pagamento isolado de multa. ( ) A perda do cargo público, como efeito da condenação por crime previsto no Estatuto da Criança e do Adolescente, praticado por servidor público com abuso de autoridade, independe da ocorrência de reincidência. As afirmativas são, respectivamente,",A,F – V – F.,D
pc2025_03_pn_33,"Lucas, investigador de polícia, participou de complexa investigação, no âmbito da qual apurou-se a prática de crime previsto no Estatuto da Criança e do Adolescente por parte do servidor público João, em detrimento de Caio, infante com seis anos de idade. Nesse cenário, considerando as disposições da Lei no 8.069/1990, avalie as afirmativas a seguir e assinale (V) para verdadeira e (F) para falsa. ( ) Aos crimes cometidos contra a criança e o adolescente, independentemente da pena prevista, não se aplicam os ditames da Lei dos Juizados Especiais Criminais. ( ) Nos casos de violência doméstica e familiar contra a criança e o adolescente, é vedada a aplicação de penas de cesta básica ou de outras de prestação pecuniária, bem como a substituição de pena que implique o pagamento isolado de multa. ( ) A perda do cargo público, como efeito da condenação por crime previsto no Estatuto da Criança e do Adolescente, praticado por servidor público com abuso de autoridade, independe da ocorrência de reincidência. As afirmativas são, respectivamente,",B,V – V – F.,D
pc2025_03_pn_33,"Lucas, investigador de polícia, participou de complexa investigação, no âmbito da qual apurou-se a prática de crime previsto no Estatuto da Criança e do Adolescente por parte do servidor público João, em detrimento de Caio, infante com seis anos de idade. Nesse cenário, considerando as disposições da Lei no 8.069/1990, avalie as afirmativas a seguir e assinale (V) para verdadeira e (F) para falsa. ( ) Aos crimes cometidos contra a criança e o adolescente, independentemente da pena prevista, não se aplicam os ditames da Lei dos Juizados Especiais Criminais. ( ) Nos casos de violência doméstica e familiar contra a criança e o adolescente, é vedada a aplicação de penas de cesta básica ou de outras de prestação pecuniária, bem como a substituição de pena que implique o pagamento isolado de multa. ( ) A perda do cargo público, como efeito da condenação por crime previsto no Estatuto da Criança e do Adolescente, praticado por servidor público com abuso de autoridade, independe da ocorrência de reincidência. As afirmativas são, respectivamente,",C,F – V – V.,D
pc2025_03_pn_33,"Lucas, investigador de polícia, participou de complexa investigação, no âmbito da qual apurou-se a prática de crime previsto no Estatuto da Criança e do Adolescente por parte do servidor público João, em detrimento de Caio, infante com seis anos de idade. Nesse cenário, considerando as disposições da Lei no 8.069/1990, avalie as afirmativas a seguir e assinale (V) para verdadeira e (F) para falsa. ( ) Aos crimes cometidos contra a criança e o adolescente, independentemente da pena prevista, não se aplicam os ditames da Lei dos Juizados Especiais Criminais. ( ) Nos casos de violência doméstica e familiar contra a criança e o adolescente, é vedada a aplicação de penas de cesta básica ou de outras de prestação pecuniária, bem como a substituição de pena que implique o pagamento isolado de multa. ( ) A perda do cargo público, como efeito da condenação por crime previsto no Estatuto da Criança e do Adolescente, praticado por servidor público com abuso de autoridade, independe da ocorrência de reincidência. As afirmativas são, respectivamente,",D,V – V – V.,D
pc2025_03_pn_33,"Lucas, investigador de polícia, participou de complexa investigação, no âmbito da qual apurou-se a prática de crime previsto no Estatuto da Criança e do Adolescente por parte do servidor público João, em detrimento de Caio, infante com seis anos de idade. Nesse cenário, considerando as disposições da Lei no 8.069/1990, avalie as afirmativas a seguir e assinale (V) para verdadeira e (F) para falsa. ( ) Aos crimes cometidos contra a criança e o adolescente, independentemente da pena prevista, não se aplicam os ditames da Lei dos Juizados Especiais Criminais. ( ) Nos casos de violência doméstica e familiar contra a criança e o adolescente, é vedada a aplicação de penas de cesta básica ou de outras de prestação pecuniária, bem como a substituição de pena que implique o pagamento isolado de multa. ( ) A perda do cargo público, como efeito da condenação por crime previsto no Estatuto da Criança e do Adolescente, praticado por servidor público com abuso de autoridade, independe da ocorrência de reincidência. As afirmativas são, respectivamente,",E,F – F – F.,D
pc2025_03_pn_34,"João realizou publicação de natureza jornalística, em revista de grande circulação, contendo cenas de nudez de Maria, com a adoção de recurso que impossibilitou, por completo, a identificação da mulher. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que a conduta de João não caracteriza crime em razão da existência de causa (de)",A,excludente de culpabilidade.,D
pc2025_03_pn_34,"João realizou publicação de natureza jornalística, em revista de grande circulação, contendo cenas de nudez de Maria, com a adoção de recurso que impossibilitou, por completo, a identificação da mulher. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que a conduta de João não caracteriza crime em razão da existência de causa (de)",B,excludente de tipicidade.,D
pc2025_03_pn_34,"João realizou publicação de natureza jornalística, em revista de grande circulação, contendo cenas de nudez de Maria, com a adoção de recurso que impossibilitou, por completo, a identificação da mulher. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que a conduta de João não caracteriza crime em razão da existência de causa (de)",C,extintiva da punibilidade.,D
pc2025_03_pn_34,"João realizou publicação de natureza jornalística, em revista de grande circulação, contendo cenas de nudez de Maria, com a adoção de recurso que impossibilitou, por completo, a identificação da mulher. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que a conduta de João não caracteriza crime em razão da existência de causa (de)",D,excludente de ilicitude.,D
pc2025_03_pn_34,"João realizou publicação de natureza jornalística, em revista de grande circulação, contendo cenas de nudez de Maria, com a adoção de recurso que impossibilitou, por completo, a identificação da mulher. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que a conduta de João não caracteriza crime em razão da existência de causa (de)",E,isenção de pena.,D
pc2025_03_pn_35,"Matheus, agindo com dolo, vem perseguindo, de forma reiterada, a sua ex-companheira Maria. Registre-se que Matheus está ameaçando a sua integridade física por meio do emprego de arma de fogo. O agente assim atua, invadindo a esfera de liberdade da vítima, com o propósito de reatar o relacionamento de outrora. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Matheus incorrerá no crime de perseguição",A,"simples, com a incidência de duas causas de aumento de pena, sujeito à ação penal pública condicionada à representação da vítima.",A
pc2025_03_pn_35,"Matheus, agindo com dolo, vem perseguindo, de forma reiterada, a sua ex-companheira Maria. Registre-se que Matheus está ameaçando a sua integridade física por meio do emprego de arma de fogo. O agente assim atua, invadindo a esfera de liberdade da vítima, com o propósito de reatar o relacionamento de outrora. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Matheus incorrerá no crime de perseguição",B,"simples, com a incidência de duas causas de aumento de pena, sujeito à ação penal pública incondicionada.",A
pc2025_03_pn_35,"Matheus, agindo com dolo, vem perseguindo, de forma reiterada, a sua ex-companheira Maria. Registre-se que Matheus está ameaçando a sua integridade física por meio do emprego de arma de fogo. O agente assim atua, invadindo a esfera de liberdade da vítima, com o propósito de reatar o relacionamento de outrora. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Matheus incorrerá no crime de perseguição",C,"qualificado, com a incidência de uma causa de aumento de pena, sujeito à ação penal pública incondicionada.",A
pc2025_03_pn_35,"Matheus, agindo com dolo, vem perseguindo, de forma reiterada, a sua ex-companheira Maria. Registre-se que Matheus está ameaçando a sua integridade física por meio do emprego de arma de fogo. O agente assim atua, invadindo a esfera de liberdade da vítima, com o propósito de reatar o relacionamento de outrora. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Matheus incorrerá no crime de perseguição",D,"duplamente qualificado, sujeito à ação penal pública condicionada à representação da vítima.",A
pc2025_03_pn_35,"Matheus, agindo com dolo, vem perseguindo, de forma reiterada, a sua ex-companheira Maria. Registre-se que Matheus está ameaçando a sua integridade física por meio do emprego de arma de fogo. O agente assim atua, invadindo a esfera de liberdade da vítima, com o propósito de reatar o relacionamento de outrora. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Matheus incorrerá no crime de perseguição",E,"duplamente qualificado, sujeito à ação penal pública incondicionada.",A
pc2025_03_pn_36,"João, reincidente em crime doloso, compareceu, em agosto de 2025, por volta das 14h00min, à Rua Alfa, ocasião em que procedeu à subtração, sem violência ou grave ameaça à pessoa, de equipamentos utilizados para fornecimento de energia elétrica, evadindo-se na sequência. Registre-se que os bens subtraídos foram avaliados em R$ 1.000,00 (mil reais). Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que João responderá pelo crime de furto",A,"simples, com a incidência de uma causa de diminuição de pena.",A
pc2025_03_pn_36,"João, reincidente em crime doloso, compareceu, em agosto de 2025, por volta das 14h00min, à Rua Alfa, ocasião em que procedeu à subtração, sem violência ou grave ameaça à pessoa, de equipamentos utilizados para fornecimento de energia elétrica, evadindo-se na sequência. Registre-se que os bens subtraídos foram avaliados em R$ 1.000,00 (mil reais). Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que João responderá pelo crime de furto",B,"qualificado, com a incidência de uma causa de aumento de pena.",A
pc2025_03_pn_36,"João, reincidente em crime doloso, compareceu, em agosto de 2025, por volta das 14h00min, à Rua Alfa, ocasião em que procedeu à subtração, sem violência ou grave ameaça à pessoa, de equipamentos utilizados para fornecimento de energia elétrica, evadindo-se na sequência. Registre-se que os bens subtraídos foram avaliados em R$ 1.000,00 (mil reais). Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que João responderá pelo crime de furto",C,"simples, com a incidência de uma causa de aumento de pena.",A
pc2025_03_pn_36,"João, reincidente em crime doloso, compareceu, em agosto de 2025, por volta das 14h00min, à Rua Alfa, ocasião em que procedeu à subtração, sem violência ou grave ameaça à pessoa, de equipamentos utilizados para fornecimento de energia elétrica, evadindo-se na sequência. Registre-se que os bens subtraídos foram avaliados em R$ 1.000,00 (mil reais). Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que João responderá pelo crime de furto",D,"qualificado, sem causas de aumento de pena.",A
pc2025_03_pn_36,"João, reincidente em crime doloso, compareceu, em agosto de 2025, por volta das 14h00min, à Rua Alfa, ocasião em que procedeu à subtração, sem violência ou grave ameaça à pessoa, de equipamentos utilizados para fornecimento de energia elétrica, evadindo-se na sequência. Registre-se que os bens subtraídos foram avaliados em R$ 1.000,00 (mil reais). Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que João responderá pelo crime de furto",E,"simples, sem causas de aumento de pena.",A
pc2025_03_pn_37,"Caio, multirreincidente em crime doloso, foi condenado, definitivamente, pela prática de determinada infração penal, ao cumprimento de seis anos de detenção, além do pagamento de multa. Registre-se que, na primeira fase da dosimetria da pena, o juízo considerou a presença de três circunstâncias judiciais desfavoráveis. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Caio iniciará o cumprimento da pena em regime",A,"fechado, ficando sujeito a trabalho em comum durante o período diurno, em colônia agrícola, industrial ou estabelecimento similar.",C
pc2025_03_pn_37,"Caio, multirreincidente em crime doloso, foi condenado, definitivamente, pela prática de determinada infração penal, ao cumprimento de seis anos de detenção, além do pagamento de multa. Registre-se que, na primeira fase da dosimetria da pena, o juízo considerou a presença de três circunstâncias judiciais desfavoráveis. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Caio iniciará o cumprimento da pena em regime",B,"semiaberto, ficando sujeito a trabalho em comum durante o período diurno, em colônia agrícola, industrial ou estabelecimento similar.",C
pc2025_03_pn_37,"Caio, multirreincidente em crime doloso, foi condenado, definitivamente, pela prática de determinada infração penal, ao cumprimento de seis anos de detenção, além do pagamento de multa. Registre-se que, na primeira fase da dosimetria da pena, o juízo considerou a presença de três circunstâncias judiciais desfavoráveis. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Caio iniciará o cumprimento da pena em regime",C,"aberto, ficando sujeito a trabalho em comum durante o período diurno, em colônia agrícola, industrial ou estabelecimento similar.",C
pc2025_03_pn_37,"Caio, multirreincidente em crime doloso, foi condenado, definitivamente, pela prática de determinada infração penal, ao cumprimento de seis anos de detenção, além do pagamento de multa. Registre-se que, na primeira fase da dosimetria da pena, o juízo considerou a presença de três circunstâncias judiciais desfavoráveis. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Caio iniciará o cumprimento da pena em regime",D,"fechado, ficando sujeito a trabalho no período diurno e a isolamento durante o repouso noturno.",C
pc2025_03_pn_37,"Caio, multirreincidente em crime doloso, foi condenado, definitivamente, pela prática de determinada infração penal, ao cumprimento de seis anos de detenção, além do pagamento de multa. Registre-se que, na primeira fase da dosimetria da pena, o juízo considerou a presença de três circunstâncias judiciais desfavoráveis. Nesse cenário, considerando as disposições do Código Penal, é correto afirmar que Caio iniciará o cumprimento da pena em regime",E,"semiaberto, ficando sujeito a trabalho fora do estabelecimento e sem vigilância.",C
pc2025_03_pn_38,"Lucas, investigador de polícia, atua, concomitantemente, em três complexas investigações, envolvendo os seguintes delitos: I. lesão corporal de natureza grave, praticada, em novembro de 2025, nas dependências de instituição de ensino; II. roubo circunstanciado pelo emprego de arma branca; III. extorsão qualificada pela restrição da liberdade da vítima. Nesse cenário, considerando as disposições da Lei no 8.072/1990, é correto afirmar que Lucas participa de",A,"três investigações vinculadas a crimes hediondos, envolvendo a lesão corporal de natureza grave, praticada, em novembro de 2025, nas dependências de instituição de ensino, a extorsão qualificada pela restrição da liberdade da vítima e o roubo circunstanciado pelo emprego de arma branca.",A
pc2025_03_pn_38,"Lucas, investigador de polícia, atua, concomitantemente, em três complexas investigações, envolvendo os seguintes delitos: I. lesão corporal de natureza grave, praticada, em novembro de 2025, nas dependências de instituição de ensino; II. roubo circunstanciado pelo emprego de arma branca; III. extorsão qualificada pela restrição da liberdade da vítima. Nesse cenário, considerando as disposições da Lei no 8.072/1990, é correto afirmar que Lucas participa de",B,"duas investigações vinculadas a crimes hediondos, envolvendo a extorsão qualificada pela restrição da liberdade da vítima e o roubo circunstanciado pelo emprego de arma branca.",A
